Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\liuwei\20230223\2023022-LW-S1.mzML	D:\liuwei\20230223\2023022-LW-S2.mzML	D:\liuwei\20230223\2023022-LW-S3.mzML	D:\liuwei\20230223\2023022-LW-SP1.mzML	D:\liuwei\20230223\2023022-LW-SP2.mzML	D:\liuwei\20230223\2023022-LW-SP3.mzML
Q9UDY8	Q9UDY8	MALT1_HUMAN	MALT1	Mucosa-associated lymphoid tissue lymphoma translocation protein 1	718737	722228	684451	857358	809203	791094
Q9UER7	Q9UER7	DAXX_HUMAN	DAXX	Death domain-associated protein 6	14398.3	16959.7	9794.3	4702.3		
Q9UET6	Q9UET6	TRM7_HUMAN	FTSJ1	Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase	73884.5	66825.8	50577.8	42913.1	50559.5	48194.2
Q9UEY8	Q9UEY8	ADDG_HUMAN	ADD3	Gamma-adducin	64184.6	115430	87697.4	80226	70613	70165.2
Q9UFC0	Q9UFC0	LRWD1_HUMAN	LRWD1	Leucine-rich repeat and WD repeat-containing protein 1	102454	95638.5	98617.9	95016.3	100566	86758.6
Q9UFN0	Q9UFN0;Q9BS92	NPS3A_HUMAN	NIPSNAP3A	Protein NipSnap homolog 3A	73782.9	56751.7	77105.4		37544.4	33892
Q9UG56	Q9UG56	PISD_HUMAN	PISD	Phosphatidylserine decarboxylase proenzyme, mitochondrial	94271.3	76899.8	72947.9	63330.1	61589.5	58115.8
Q9UG63	Q9UG63	ABCF2_HUMAN	ABCF2	ATP-binding cassette sub-family F member 2	1.13675e+06	1.10607e+06	1.13393e+06	1.10146e+06	1.05374e+06	1.02065e+06
Q9UGI8	Q9UGI8	TES_HUMAN	TES	Testin	91124.7	72199.7	83849.1	104127	104723	94678.9
Q9UGJ1	Q9UGJ1	GCP4_HUMAN	TUBGCP4	Gamma-tubulin complex component 4	37670.5	65422.8	67543.9	60702.3	39483.9	48960
Q9UGM6	Q9UGM6	SYWM_HUMAN	WARS2	Tryptophan--tRNA ligase, mitochondrial	137966	127568	113086	88706.5	96374.8	107523
Q9UGP4	Q9UGP4	LIMD1_HUMAN	LIMD1	LIM domain-containing protein 1	265735	285964	291217	279753	268609	283728
Q9UGP8	Q9UGP8	SEC63_HUMAN	SEC63	Translocation protein SEC63 homolog	57180.5	70705.2	71384.5	74291.6	69502	77169.9
Q9UGR2	Q9UGR2	Z3H7B_HUMAN	ZC3H7B	Zinc finger CCCH domain-containing protein 7B				53102.2	65443.6	54530.7
Q9UGU0	Q9UGU0	TCF20_HUMAN	TCF20	Transcription factor 20	435209	409851	420202	372721	372114	391682
Q9UGV2	Q9UGV2	NDRG3_HUMAN	NDRG3	Protein NDRG3	29054.6	27000.5	30707.1	45478.4	35030.4	49059.6
Q9UGY1	Q9UGY1	NOL12_HUMAN	NOL12	Nucleolar protein 12		22595.5	34543.6			
Q9UH65	Q9UH65	SWP70_HUMAN	SWAP70	Switch-associated protein 70	406071	370907	402682	531533	488924	502491
Q9UH99	Q9UH99	SUN2_HUMAN	SUN2	SUN domain-containing protein 2	10973.4	33328.5		25667.2	27329.9	14237
Q9UHA4	Q9UHA4	LTOR3_HUMAN	LAMTOR3	Ragulator complex protein LAMTOR3	32790.1	36828	21306.1	21942.6	24052.3	23440.8
Q9UHB6	Q9UHB6	LIMA1_HUMAN	LIMA1	LIM domain and actin-binding protein 1	904777	887352	917577	854516	831883	850056
Q9UHB7	Q9UHB7	AFF4_HUMAN	AFF4	AF4/FMR2 family member 4	203990	169784	185751	158375	145147	178864
Q9UHB9	Q9UHB9	SRP68_HUMAN	SRP68	Signal recognition particle subunit SRP68	92555.9	102956	118077	87746.1	75408.3	70934.8
Q9UHD1	Q9UHD1	CHRD1_HUMAN	CHORDC1	Cysteine and histidine-rich domain-containing protein 1	97345.4	88931.6	106099	136625	148563	159943
Q9UHD2	Q9UHD2	TBK1_HUMAN	TBK1	Serine/threonine-protein kinase TBK1	48107.2	49414.6	46526.1	36914.8	42228.3	44318.3
Q9UHD8	Q9UHD8	SEPT9_HUMAN	SEPTIN9	Septin-9	664061	686556	680596	745631	776968	777705
Q9UHF7	Q9UHF7	TRPS1_HUMAN	TRPS1	Zinc finger transcription factor Trps1	61828.9	62847.2	61644.5	66416	61940.8	67340.2
Q9UHG3	Q9UHG3	PCYOX_HUMAN	PCYOX1	Prenylcysteine oxidase 1	41963.4	50579.9	44603.1	47122.5	61964.5	46253.1
Q9UHI6	Q9UHI6	DDX20_HUMAN	DDX20	Probable ATP-dependent RNA helicase DDX20	154956	115950	134630	75440.9	79126.6	93734.6
Q9UHN1	Q9UHN1	DPOG2_HUMAN	POLG2	DNA polymerase subunit gamma-2, mitochondrial	275258	285196	263293	333853	342731	339976
Q9UHR4	Q9UHR4	BI2L1_HUMAN	BAIAP2L1	Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1	674676	688170	687303	766431	771720	758770
Q9UHR5	Q9UHR5	S30BP_HUMAN	SAP30BP	SAP30-binding protein	926224	903829	874777	848231	775838	924876
Q9UHV7	Q9UHV7	MED13_HUMAN	MED13	Mediator of RNA polymerase II transcription subunit 13	51121.9	63879.4	59175.8	61306.8	58903.5	57377.8
Q9UHV9	Q9UHV9	PFD2_HUMAN	PFDN2	Prefoldin subunit 2	219776	193068	212626	289421	244857	282083
Q9UHX1	Q9UHX1	PUF60_HUMAN	PUF60	Poly(U)-binding-splicing factor PUF60	136705	134038	126162	150798	160614	170331
Q9UHY1	Q9UHY1	NRBP_HUMAN	NRBP1	Nuclear receptor-binding protein	56663.9	61059.3	38408.4	94757.7	17179.1	103944
Q9UI09	Q9UI09	NDUAC_HUMAN	NDUFA12	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12	64748.5	47006.5	83233.3	47215.9	61729.3	60622.9
Q9UI10	Q9UI10	EI2BD_HUMAN	EIF2B4	Translation initiation factor eIF-2B subunit delta	35361.5	37410.1	26460.1	27022.2	22474.9	30955.5
Q9UI12	Q9UI12	VATH_HUMAN	ATP6V1H	V-type proton ATPase subunit H	107033	110411	104678	83168.5	60748.3	90127
Q9UI26	Q9UI26	IPO11_HUMAN	IPO11	Importin-11	148040	123511	159593	134280	134645	104633
Q9UI30	Q9UI30	TR112_HUMAN	TRMT112	Multifunctional methyltransferase subunit TRM112-like protein	130039	163348	143909	175365	215914	163223
Q9UIA9	Q9UIA9	XPO7_HUMAN	XPO7	Exportin-7	103980	110777	122098	109950	109846	105674
Q9UID3	Q9UID3	VPS51_HUMAN	VPS51	Vacuolar protein sorting-associated protein 51 homolog	48035.6	47299	58981.8	36315.5	29473.8	30543.1
Q9UIF9	Q9UIF9	BAZ2A_HUMAN	BAZ2A	Bromodomain adjacent to zinc finger domain protein 2A	34191.7	28646.3	35401.7	20831.1	21608.3	
Q9UIG0	Q9UIG0	BAZ1B_HUMAN	BAZ1B	Tyrosine-protein kinase BAZ1B	290623	319689	309940	259587	244779	253071
Q9UII2	Q9UII2	ATIF1_HUMAN	ATP5IF1	ATPase inhibitor, mitochondrial	1.6932e+06	2.0238e+06	1.82098e+06	2.2591e+06	2.6159e+06	2.82728e+06
Q9UII4	Q9UII4	HERC5_HUMAN	HERC5	E3 ISG15--protein ligase HERC5	28067.7	26698.4	31720.8	25375.7	23639.3	21710.6
Q9UIQ6	Q9UIQ6	LCAP_HUMAN	LNPEP	Leucyl-cystinyl aminopeptidase	136682	122147	145253	140688	148219	153915
Q9UIV1	Q9UIV1	CNOT7_HUMAN	CNOT7	CCR4-NOT transcription complex subunit 7	126456	101001	128356	90168.8	114155	124390
Q9UIW2	P51805;Q9UIW2	PLXA1_HUMAN	PLXNA1	Plexin-A1	36781.1	21191.2	33534.1	27416.3	23476.1	34038.5
Q9UJ41	Q9UJ41	RABX5_HUMAN	RABGEF1	Rab5 GDP/GTP exchange factor	91514.5	93925.9	91075.6	111942	113987	113127
Q9UJ70	Q9UJ70	NAGK_HUMAN	NAGK	N-acetyl-D-glucosamine kinase	97082.1	88651.6	86576.1	123981	102171	99082.2
Q9UJA5	Q9UJA5	TRM6_HUMAN	TRMT6	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6	131240	127653	125294	138646	139753	135598
Q9UJM3	Q9UJM3	ERRFI_HUMAN	ERRFI1	ERBB receptor feedback inhibitor 1	16977.6		16136.5	26356.6	29863	23729
Q9UJS0	Q9UJS0	CMC2_HUMAN	SLC25A13	Calcium-binding mitochondrial carrier protein Aralar2	298800	307683	281713	198295	210744	226767
Q9UJT0	Q9UJT0	TBE_HUMAN	TUBE1	Tubulin epsilon chain	20661.7	24326.3	22277.8		25266.8	36722.5
Q9UJU6	Q9UJU6	DBNL_HUMAN	DBNL	Drebrin-like protein	120560	117569	131118	122547	128169	127402
Q9UJV9	Q9UJV9	DDX41_HUMAN	DDX41	Probable ATP-dependent RNA helicase DDX41	62264.3	36054.8	61014.1	30552.4	50848.6	28864.6
Q9UJW0	Q9UJW0	DCTN4_HUMAN	DCTN4	Dynactin subunit 4	109141	107472	97614.5	101530	84651.8	78798.9
Q9UJX2	Q9UJX2	CDC23_HUMAN	CDC23	Cell division cycle protein 23 homolog	32609.5	56659.2	43064	35245.9	45735	30019.7
Q9UJX3	Q9UJX3	APC7_HUMAN	ANAPC7	Anaphase-promoting complex subunit 7	29088.3	20430.2	29641.7	14678.7	14583.6	19548.9
Q9UJX4	Q9UJX4	APC5_HUMAN	ANAPC5	Anaphase-promoting complex subunit 5	25819.8	40279.8	41570.2	41418.1	27560.6	20736.9
Q9UJY1	Q9UJY1	HSPB8_HUMAN	HSPB8	Heat shock protein beta-8	633160	515982	574352	515764	591909	585458
Q9UJZ1	Q9UJZ1	STML2_HUMAN	STOML2	Stomatin-like protein 2, mitochondrial	63932.5	71936.2	40418.8	60315.5	77089.4	45005.4
Q9UK41	Q9UK41	VPS28_HUMAN	VPS28	Vacuolar protein sorting-associated protein 28 homolog	30745.1	25786.9	30162.4	24305.9	26516.4	35020.8
Q9UK53	Q9UK53	ING1_HUMAN	ING1	Inhibitor of growth protein 1	143942	174554	148852	195073	167109	202072
Q9UK58	Q9UK58	CCNL1_HUMAN	CCNL1	Cyclin-L1	361046	337267	339566	297493	311850	350053
Q9UK59	Q9UK59	DBR1_HUMAN	DBR1	Lariat debranching enzyme	273147	267584	258245	342749	298763	319958
Q9UK61	Q9UK61	TASOR_HUMAN	TASOR	Protein TASOR	90041.6	91378.7	86494.4	63722.8	68027.4	70324.9
Q9UK99	Q9UK99	FBX3_HUMAN	FBXO3	F-box only protein 3	58138.8	49158	38671.4	34495.1	46869	41220.2
Q9UKB1	Q9UKB1	FBW1B_HUMAN	FBXW11	F-box/WD repeat-containing protein 11	42291.2	54581.5	40386.1	47026.9	47649.5	52864.1
Q9UKD1	Q9UKD1	GMEB2_HUMAN	GMEB2	Glucocorticoid modulatory element-binding protein 2	37195.1	29631.7	45264.1	58783.6	38754.1	57589.4
Q9UKF6	Q9UKF6	CPSF3_HUMAN	CPSF3	Cleavage and polyadenylation specificity factor subunit 3	208974	205642	179790	161627	171882	190172
Q9UKG1	Q9UKG1	DP13A_HUMAN	APPL1	DCC-interacting protein 13-alpha	187802	157888	185053	194778	184600	193025
Q9UKJ3	Q9UKJ3	GPTC8_HUMAN	GPATCH8	G patch domain-containing protein 8	320442	295840	289664	297328	295705	294313
Q9UKK3	Q9UKK3	PARP4_HUMAN	PARP4	Protein mono-ADP-ribosyltransferase PARP4	51866	37073.1	28922.3	36750.9		37983.3
Q9UKK9	Q9UKK9	NUDT5_HUMAN	NUDT5	ADP-sugar pyrophosphatase	248635	253542	228012	275115	275939	273805
Q9UKL0	Q9UKL0	RCOR1_HUMAN	RCOR1	REST corepressor 1	403301	420602	435778	426392	464030	461577
Q9UKM7	Q9UKM7	MA1B1_HUMAN	MAN1B1	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase	80693.6	75211.4	74044.4	66422.4	54872	60884.8
Q9UKN8	Q9UKN8	TF3C4_HUMAN	GTF3C4	General transcription factor 3C polypeptide 4	189304	203901	211635	190972	189462	192227
Q9UKS6	Q9UKS6	PACN3_HUMAN	PACSIN3	Protein kinase C and casein kinase substrate in neurons protein 3	73749.8	61666.4	58678.3	81638.6	69615.1	66580.5
Q9UKV3	Q9UKV3	ACINU_HUMAN	ACIN1	Apoptotic chromatin condensation inducer in the nucleus	252708	246742	225485	237282	244358	252532
Q9UKV8	Q9UKV8	AGO2_HUMAN	AGO2	Protein argonaute-2	119611	120650	106996	102370	115738	110854
Q9UKX7	Q9UKX7	NUP50_HUMAN	NUP50	Nuclear pore complex protein Nup50	73042.9	73433.5	59985.5	79691.7	74520.4	80200.1
Q9UKZ1	Q9UKZ1	CNO11_HUMAN	CNOT11	CCR4-NOT transcription complex subunit 11	102991	88989.2	98182.5	84966.7	83588.5	73297
Q9UL03	Q9UL03	INT6_HUMAN	INTS6	Integrator complex subunit 6	90976.5	93524.4	99993.4	71125.4	80083	81370
Q9UL15	Q9UL15	BAG5_HUMAN	BAG5	BAG family molecular chaperone regulator 5	21607.2	12977.1	19240.6	22581	63900.8	
Q9UL16	Q9UL16	CFA45_HUMAN	CFAP45	Cilia- and flagella-associated protein 45		13477.9		5530.24		
Q9UL25	Q9UL25	RAB21_HUMAN	RAB21	Ras-related protein Rab-21	81739.8	83842.7	89132.6	77969	67664.2	84960.8
Q9UL33	Q9UL33	TPC2L_HUMAN	TRAPPC2L	Trafficking protein particle complex subunit 2-like protein	54066.3	46834.4	67575	46576.5	63515	65640.4
Q9UL46	Q9UL46	PSME2_HUMAN	PSME2	Proteasome activator complex subunit 2	14890.5	18979.3	15997.5	19103.3	21178.2	24665.6
Q9UL54	Q9UL54	TAOK2_HUMAN	TAOK2	Serine/threonine-protein kinase TAO2	51938.9	60660.2		60110.6	60934.5	55690.4
Q9UL63	Q9UL63	MKLN1_HUMAN	MKLN1	Muskelin	121021	127559	133034	138929	123533	130522
Q9ULA0	Q9ULA0	DNPEP_HUMAN	DNPEP	Aspartyl aminopeptidase	440417	367022	431921	443257	416762	479107
Q9ULC4	Q9ULC4	MCTS1_HUMAN	MCTS1	Malignant T-cell-amplified sequence 1	44591.1	25341	6610.71	36133.1	18499.1	24330
Q9ULD2	Q9ULD2	MTUS1_HUMAN	MTUS1	Microtubule-associated tumor suppressor 1	71727.8	54287.9	67838.6	45580.4	42325.2	42259.3
Q9ULF5	Q9ULF5	S39AA_HUMAN	SLC39A10	Zinc transporter ZIP10	410300	394808	372960	388116	423199	415661
Q9ULG1	Q9ULG1	INO80_HUMAN	INO80	Chromatin-remodeling ATPase INO80	243291	233394	266846	240988	254834	265611
Q9ULH0	Q9ULH0	KDIS_HUMAN	KIDINS220	Kinase D-interacting substrate of 220 kDa	38219.4	48610.1	17420.5	27333	24984.3	
Q9ULH1	Q9ULH1	ASAP1_HUMAN	ASAP1	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1	39080.5	43223.1	27038.4	40860.5	43277	32498.9
Q9ULJ6	Q9ULJ6	ZMIZ1_HUMAN	ZMIZ1	Zinc finger MIZ domain-containing protein 1	271570	269403	231624	309054	327688	321831
Q9ULJ7	Q9ULJ7	ANR50_HUMAN	ANKRD50	Ankyrin repeat domain-containing protein 50	97228.8	76448.6	102762	33402.7	58864.9	65062.5
Q9ULK4	Q9ULK4	MED23_HUMAN	MED23	Mediator of RNA polymerase II transcription subunit 23	66131.1	76848.5	76297.8	64489.2	52897.2	60962.7
Q9ULL5	Q9ULL5	PRR12_HUMAN	PRR12	Proline-rich protein 12	20946.2	27254.3	28069.5	21556	18452	26025.9
Q9ULM2	Q3KP31;Q15935;Q9H7R0;Q08ER8;Q9BR84;Q147U1;Q14584;Q9Y2A4;Q8NDP4;Q6ZMS4;P15621;Q8NHY6;Q8TBZ8;Q8TA94;Q8N7K0;Q86YE8;Q7L945;Q9BY31;Q15973;A8MT65;P17017;Q96GE5;Q68EA5;Q8N8Z8;P16415;P17024;P17030;Q8NDW4;C9JN71;Q96SR6;Q08AG5;Q96I27;Q8N972;Q96BR6;Q0D2J5;Q9BS34;P58317;P52737;Q32M78;Q9ULM2;Q9BUY5;Q86UE3;Q7Z3V5;Q9H0M5;Q8N8L2;Q8IYI8;Q96MU6	ZN490_HUMAN	ZNF490	Zinc finger protein 490		23135.2	22392.8	21075.4	6917.17	21709.9
Q9ULM3	Q9ULM3	YETS2_HUMAN	YEATS2	YEATS domain-containing protein 2	105396	108975	98765	52044	82996.8	67480
Q9ULR0	Q9ULR0	ISY1_HUMAN	ISY1	Pre-mRNA-splicing factor ISY1 homolog	89489.8	72789.6		75584.5	77059.9	76843.5
Q9ULT0	Q9ULT0	TTC7A_HUMAN	TTC7A	Tetratricopeptide repeat protein 7A	80386.8	78693.9	80889.2	80057.6	77681.5	79718.6
Q9ULT8	Q9ULT8	HECD1_HUMAN	HECTD1	E3 ubiquitin-protein ligase HECTD1	42274.4	28931.8	56090	17864.4	40595.9	39457.4
Q9ULU4	Q9ULU4	PKCB1_HUMAN	ZMYND8	Protein kinase C-binding protein 1	60096.3	75351.5	71513.4	57854.6	51237.5	57889.1
Q9ULV4	Q9ULV4	COR1C_HUMAN	CORO1C	Coronin-1C	94010.8	78916	84184.2	107826	102036	87770
Q9ULW0	Q9ULW0	TPX2_HUMAN	TPX2	Targeting protein for Xklp2	151927	139202	145068	124335	128646	120740
Q9ULX3	Q9ULX3	NOB1_HUMAN	NOB1	RNA-binding protein NOB1	489781	430588	426657	462397	458607	436335
Q9ULX6	Q9ULX6	AKP8L_HUMAN	AKAP8L	A-kinase anchor protein 8-like	71623.9	76576.6	96320.7	74967.5	65815.7	71467.6
Q9UM00	Q9UM00	TMCO1_HUMAN	TMCO1	Calcium load-activated calcium channel	270342	266793	236862	218671	250136	197002
Q9UMS4	Q9UMS4	PRP19_HUMAN	PRPF19	Pre-mRNA-processing factor 19	679302	787206	717033	525475	567586	504360
Q9UMX0	Q9UMX0	UBQL1_HUMAN	UBQLN1	Ubiquilin-1	188836	186587	210939	233664	222406	195545
Q9UMX1	Q9UMX1	SUFU_HUMAN	SUFU	Suppressor of fused homolog	65724.4	57233.9	70994.3	73011.1	91743.4	56366.5
Q9UN37	Q9UN37;O75351	VPS4A_HUMAN	VPS4A	Vacuolar protein sorting-associated protein 4A	237259	282250	249833	199467	244937	227598
Q9UN86	Q9UN86	G3BP2_HUMAN	G3BP2	Ras GTPase-activating protein-binding protein 2	322427	304038	336673	294442	267167	287330
Q9UNE7	Q9UNE7	CHIP_HUMAN	STUB1	E3 ubiquitin-protein ligase CHIP	1.8979e+06	1.7317e+06	1.98087e+06	1.86775e+06	1.76795e+06	1.80339e+06
Q9UNF0	Q9UNF0	PACN2_HUMAN	PACSIN2	Protein kinase C and casein kinase substrate in neurons protein 2	73333.6	66118.5	77419.4	99634	75160.7	74489.3
Q9UNF1	Q9UNF1	MAGD2_HUMAN	MAGED2	Melanoma-associated antigen D2	126855	122567	119635	106657	111598	136150
Q9UNH7	Q9UNH7	SNX6_HUMAN	SNX6	Sorting nexin-6	70544.6	78358.3	79906.5	66535	73659.9	66713.6
Q9UNL2	Q9UNL2	SSRG_HUMAN	SSR3	Translocon-associated protein subunit gamma	100113	102856	108879	50133	85235.1	54950.6
Q9UNL4	Q9UNL4	ING4_HUMAN	ING4	Inhibitor of growth protein 4	56940.4	51691.6	62030.1	62521.2	42716.6	52436.1
Q9UNM6	Q9UNM6	PSD13_HUMAN	PSMD13	26S proteasome non-ATPase regulatory subunit 13	328898	353329	325747	342843	339758	367875
Q9UNN5	Q9UNN5	FAF1_HUMAN	FAF1	FAS-associated factor 1	43059.4	42966.5	73814.7	42473.3	62271.9	48479.8
Q9UNP9	Q9UNP9	PPIE_HUMAN	PPIE	Peptidyl-prolyl cis-trans isomerase E	106067	84727.2	104756	68774.2	82521.3	60495.6
Q9UNQ2	Q9UNQ2	DIM1_HUMAN	DIMT1	Probable dimethyladenosine transferase	68312.2	95069	83263.8	61002.8	68750.1	79091.8
Q9UNS1	Q9UNS1	TIM_HUMAN	TIMELESS	Protein timeless homolog	54692.5	55143.7	53258.9	65626	49772.1	60165.5
Q9UNS2	Q9UNS2	CSN3_HUMAN	COPS3	COP9 signalosome complex subunit 3	80201.2	94938.1	81151.2	83362.9	78156.8	77469
Q9UNX3	Q9UNX3	RL26L_HUMAN	RPL26L1	60S ribosomal protein L26-like 1	160930	167784	161096	201527	120421	142291
Q9UNX4	Q9UNX4	WDR3_HUMAN	WDR3	WD repeat-containing protein 3	30780.2	22140.5	30443.6	20898.9	42886.9	27257.2
Q9UNY4	Q9UNY4	TTF2_HUMAN	TTF2	Transcription termination factor 2	90194.6	100988	98814.2	80075.3	92551.1	100391
Q9UP95	Q9UHW9;Q9H2X9;Q9UP95	S12A4_HUMAN	SLC12A4	Solute carrier family 12 member 4	51580.1	59842.9	52914.2	35070.5	44599.5	45547
Q9UPN3	Q9UPN3;Q03001	MACF1_HUMAN	MACF1	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5	67439.3	65307.3	64999.7	61370	68256.9	65770.9
Q9UPN6	O95104;Q9UPN6	SCAF8_HUMAN	SCAF8	SR-related and CTD-associated factor 8	33897.4	41310.8	41852.4	33864.3	40361.1	30560.5
Q9UPN7	Q9UPN7	PP6R1_HUMAN	PPP6R1	Serine/threonine-protein phosphatase 6 regulatory subunit 1	83401	84953.8	79635.7	51676.6	89041.1	80673.5
Q9UPN9	Q9UPN9	TRI33_HUMAN	TRIM33	E3 ubiquitin-protein ligase TRIM33	108591	91773.8	110679	85715.4	100854	116314
Q9UPQ0	Q9UPQ0	LIMC1_HUMAN	LIMCH1	LIM and calponin homology domains-containing protein 1	99471.4	100918	96450.2	95890.6	103972	84982.1
Q9UPQ3	Q9UPQ3	AGAP1_HUMAN	AGAP1	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1	27905.9	20707.2	32208.3		25516.8	9098.32
Q9UPS6	Q9UPS6;O15047	SET1B_HUMAN	SETD1B	Histone-lysine N-methyltransferase SETD1B	71906.5	57614.8	70077.8	55535	64713.8	65505.6
Q9UPT5	Q9UPT5	EXOC7_HUMAN	EXOC7	Exocyst complex component 7	56358.5	55636.1	58371.7	46385.7	48557.6	49945.3
Q9UPT8	Q9UPT8	ZC3H4_HUMAN	ZC3H4	Zinc finger CCCH domain-containing protein 4	75647.1	102435	101322	74317.8	91180.9	70198.3
Q9UPT9	Q9UPT9	UBP22_HUMAN	USP22	Ubiquitin carboxyl-terminal hydrolase 22	200983	231342	215594	230845	244360	245464
Q9UPU5	Q9UPU5	UBP24_HUMAN	USP24	Ubiquitin carboxyl-terminal hydrolase 24	524388	589720	596868	503357	492358	492576
Q9UPW0	Q9UPW0	FOXJ3_HUMAN	FOXJ3	Forkhead box protein J3	167663	140183	134583	175010	161884	161675
Q9UPW5	Q9UPW5	CBPC1_HUMAN	AGTPBP1	Cytosolic carboxypeptidase 1	48086.4	44217.9		31762.2		90524.7
Q9UPZ3	Q9UPZ3	HPS5_HUMAN	HPS5	Hermansky-Pudlak syndrome 5 protein	62317.7	48537.1	59405.2	46775.7		44838.5
Q9UQ13	Q9UQ13	SHOC2_HUMAN	SHOC2	Leucine-rich repeat protein SHOC-2	165370	163987	172264	177767	190173	194909
Q9UQ16	Q9UQ16	DYN3_HUMAN	DNM3	Dynamin-3	175384					
Q9UQ35	Q9UQ35	SRRM2_HUMAN	SRRM2	Serine/arginine repetitive matrix protein 2	240920	253760	277479	203706	204249	199106
Q9UQ80	Q9UQ80	PA2G4_HUMAN	PA2G4	Proliferation-associated protein 2G4	106276	101069	110296	95467.2	102032	110605
Q9UQ90	Q9UQ90	SPG7_HUMAN	SPG7	Paraplegin			29557.3	27169.6		
Q9UQC2	Q9UQC2	GAB2_HUMAN	GAB2	GRB2-associated-binding protein 2	310535	294555	288206	374582	362920	341334
Q9UQE7	Q9UQE7	SMC3_HUMAN	SMC3	Structural maintenance of chromosomes protein 3	100737	105892	116275	104211	103110	110450
Q9UQR0	Q9UQR0	SCML2_HUMAN	SCML2	Sex comb on midleg-like protein 2	240400	220928	233269	191317	215938	224996
Q9UQR1	Q9UQR1	ZN148_HUMAN	ZNF148	Zinc finger protein 148	110780	88335	117787	97177.7	88134.6	104652
Q9Y217	Q9Y217	MTMR6_HUMAN	MTMR6	Myotubularin-related protein 6	102084	88339.9	82171	128451	117295	125251
Q9Y223	Q9Y223	GLCNE_HUMAN	GNE	Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase	659802	695188	673923	698394	662208	686934
Q9Y224	Q9Y224	RTRAF_HUMAN	RTRAF	RNA transcription, translation and transport factor protein	2.06277e+06	2.02947e+06	2.01962e+06	2.01228e+06	2.07387e+06	1.94143e+06
Q9Y230	Q9Y230	RUVB2_HUMAN	RUVBL2	RuvB-like 2	527905	541214	549571	539492	538841	554464
Q9Y232	Q9Y232	CDYL_HUMAN	CDYL	Chromodomain Y-like protein	80857.6	52660.1	82807.2	59130.3		45308.5
Q9Y244	Q9Y244	POMP_HUMAN	POMP	Proteasome maturation protein	40887.3	52295.4	59806.9	58720.7	65527.9	53912.4
Q9Y262	Q9Y262	EIF3L_HUMAN	EIF3L	Eukaryotic translation initiation factor 3 subunit L	126034	123559	110466	97956.3	124480	114938
Q9Y263	Q9Y263	PLAP_HUMAN	PLAA	Phospholipase A-2-activating protein	80061.7	70720.5	79683.4	59698	66714	73726.5
Q9Y265	Q9Y265	RUVB1_HUMAN	RUVBL1	RuvB-like 1	460410	465419	499749	446256	484314	488954
Q9Y266	Q9Y266	NUDC_HUMAN	NUDC	Nuclear migration protein nudC	179448	171616	172529	250605	241474	256524
Q9Y276	Q9Y276	BCS1_HUMAN	BCS1L	Mitochondrial chaperone BCS1	242283	250054	236733	219641	213499	228606
Q9Y277	Q9Y277	VDAC3_HUMAN	VDAC3	Voltage-dependent anion-selective channel protein 3	118659	73314.5	63981.9	74323.2	84479.8	66858.7
Q9Y282	Q9Y282	ERGI3_HUMAN	ERGIC3	Endoplasmic reticulum-Golgi intermediate compartment protein 3	607318	593307	553685	582107	636070	642369
Q9Y285	Q9Y285	SYFA_HUMAN	FARSA	Phenylalanine--tRNA ligase alpha subunit	78455.6	92555.8	79382.5	92269.3	97955.6	91776.7
Q9Y295	Q9Y295	DRG1_HUMAN	DRG1	Developmentally-regulated GTP-binding protein 1	59801.9	62231.3	70671.7	77267.6	81294.7	88489.1
Q9Y296	Q9Y296	TPPC4_HUMAN	TRAPPC4	Trafficking protein particle complex subunit 4	128174	117398	83269	89746.9	109847	93630.8
Q9Y2A7	Q9Y2A7	NCKP1_HUMAN	NCKAP1	Nck-associated protein 1	651346	696274	659665	738106	714415	789816
Q9Y2B0	Q9Y2B0	CNPY2_HUMAN	CNPY2	Protein canopy homolog 2	50868	49864.1	46094.4	52334.5	45446.4	41874.2
Q9Y2D4	Q9Y2D4	EXC6B_HUMAN	EXOC6B	Exocyst complex component 6B	38340.8	52432.7	49821.5	33143.3	29111	40153.7
Q9Y2D5	Q9Y2D5	AKAP2_HUMAN	AKAP2	A-kinase anchor protein 2	103067	117619	130116	98723.3	94142.6	119989
Q9Y2D9	Q9Y2D9;Q9UFB7	ZN652_HUMAN	ZNF652	Zinc finger protein 652	200475	193539	237100	237854	221792	252206
Q9Y2F5	Q9Y2F5	ICE1_HUMAN	ICE1	Little elongation complex subunit 1			18111			
Q9Y2G5	Q9Y2G5	OFUT2_HUMAN	POFUT2	GDP-fucose protein O-fucosyltransferase 2	88346.8	78155.8	93436.3	93974	65171.2	64757.5
